Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs
45,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
46,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
47,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
48,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
49,Falha,0,22,4,"{""media"": 0.7352941176470588}"
50,Falha,0,118,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
51,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
52,Sucesso,2,0,6,"{""media"": 0.8856734002056182}"
53,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
54,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
55,Sucesso,2,0,6,"{""media"": 0.7479196556671447}"
56,Falha,0,6,6,"{""media"": 0.7352941176470588}"
57,Falha,0,0,4,"{""media"": 0.8448275862068965}"
58,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
59,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
60,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
61,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
62,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
63,Falha,0,118,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
64,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
65,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
66,Falha,0,0,4,"{""media"": 0.8448275862068965}"
67,Falha,0,0,4,"{""media"": 0.8448275862068965}"
68,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
69,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
70,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
71,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
72,Sucesso,2,0,6,"{""media"": 0.8856734002056182}"
73,Sucesso,2,0,6,"{""media"": 0.8856734002056182}"
74,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
75,Falha,0,6,4,"{""media"": 0.7352941176470588}"
76,Falha,1,0,6,"{""media"": 0.8448275862068965}"
77,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
78,Falha,1,0,6,"{""media"": 0.8448275862068965}"
79,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
80,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
81,Falha,0,0,4,"{""media"": 0.8448275862068965}"
82,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
83,Falha,0,54,8,"{""media"": 0.7352941176470588}"
84,Falha,0,6,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
85,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
86,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
87,Falha,0,6,12,"{""media"": 0.7352941176470588}"
88,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
89,Sucesso,1,0,2,"{""media"": 0.8448275862068965}"
90,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
91,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
92,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
93,Falha,0,54,4,"{""media"": 0.7352941176470588}"
94,Falha,0,0,6,"{""media"": 0.7352941176470588}"
95,Sucesso,2,0,6,"{""media"": 0.8856734002056182}"
96,Falha,1,0,6,"{""media"": 0.8448275862068965}"
97,Falha,0,0,4,"{""media"": 0.8448275862068965}"
98,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
99,Falha,0,0,4,"{""media"": 0.8448275862068965}"
100,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
