Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
60,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
61,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
62,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
63,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
64,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
65,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
66,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
67,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
68,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
69,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
70,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
71,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
72,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
73,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
74,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
75,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
76,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
77,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
78,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
79,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
80,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
81,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
82,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
83,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
84,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
85,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
86,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
87,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
88,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
89,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
90,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
91,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
92,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
93,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
94,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
95,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
96,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
97,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
98,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
99,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
100,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
101,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
102,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
103,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
104,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
105,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
106,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
107,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
108,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
109,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
110,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
111,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
112,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
113,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
