Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
89,Falha,2,4,6,"{""media"": 0.7479196556671447}",Nenhum
90,Falha,0,4,4,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
91,Falha,2,4,6,"{""media"": 0.7479196556671447}",Nenhum
92,Falha,1,4,6,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
93,Falha,0,4,4,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
94,Falha,0,4,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
95,Falha,0,4,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
96,Falha,0,4,4,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
97,Falha,2,4,6,"{""media"": 0.7479196556671447}",Nenhum
98,Falha,1,4,6,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
99,Falha,2,4,6,"{""media"": 0.7479196556671447}",Nenhum
100,Falha,2,4,6,"{""media"": 0.7479196556671447}",Nenhum
101,Falha,0,4,4,"{""media"": 0.7352941176470588}",Erro de probabilidade de sucesso.
