Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
94,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
95,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
96,Sucesso,2,3,4,"{""media"": 0.8859273066169617}",Nenhum
97,Sucesso,2,3,4,"{""media"": 0.8859273066169617}",Nenhum
98,Sucesso,2,3,4,"{""media"": 0.8859273066169617}",Nenhum
99,Sucesso,2,3,4,"{""media"": 0.8859273066169617}",Nenhum
100,Falha,1,3,4,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
101,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
102,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
103,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
104,Sucesso,2,3,4,"{""media"": 0.8859273066169617}",Nenhum
105,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
106,Falha,1,3,4,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
107,Falha,1,3,4,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
