Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
61,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
62,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
63,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
64,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
65,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
66,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
67,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
68,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
69,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
70,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
71,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
72,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
73,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
74,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
75,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
76,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
77,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
78,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
79,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
80,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
81,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
82,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
83,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
84,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
85,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
86,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
87,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
88,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
89,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
90,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
91,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
92,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
93,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
94,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
95,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
96,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
97,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
98,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
99,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
100,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
101,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
102,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
103,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
104,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
105,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
