Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
42,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
43,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
44,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
45,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
46,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
47,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
48,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
49,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
50,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
51,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
52,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
53,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
54,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
55,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
56,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
57,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
58,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
59,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
60,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
61,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
62,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
63,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
64,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
65,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
66,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
67,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
68,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
69,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
70,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
71,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
72,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
73,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
74,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
75,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
76,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
77,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
78,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
79,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
80,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
81,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
82,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
83,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
84,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
85,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
86,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
87,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
88,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
89,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
90,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
91,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
92,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
93,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
94,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
95,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
96,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
97,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
98,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
