Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs
155,Falha,0,0,4,"{""media"": 0.6923076923076923}"
156,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
157,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
158,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
160,Falha,0,0,4,"{""media"": 0.6923076923076923}"
162,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
163,Falha,0,0,4,"{""media"": 0.6923076923076923}"
164,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
165,Falha,0,0,6,"{""media"": 0.6923076923076923}"
166,Sucesso,3,0,14,"{""media"": 0.7686484349902631}"
